Band,Song,Player,Technique,Difficulty,Score,ID_TRACK,POPULARITY,RELEASE_DATE,EXTERNAL_URLS,SEARCH_URL,AVAILABLE_MARKETS,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Singer,Bassist,Drummer,Pianist
Asking Alexandria,Alone Again,"['BenBruce', 'CameronLiddell']",['Distortion Guitar'],Intermediate,3/8,7JP8lWYrxpA8luKU8IPd3Y,56,2021,https://open.spotify.com/album/11gvWPhkQyVoYIJgVsojmm,https://p.scdn.co/mp3-preview/5b399cf70dcae63618f5cae7e50d3123d682e966?cid=f9d64942f5f74f3282916225d2f77630,nan,0.496,0.969,-3.085,0.0688,7.49e-05,5.93e-06,0.242,0.199,109.977,228978,"['DannyWorsnop', 'DenisShaforostov']",['SamBettley'],['JamesCassells'],[]
Deathkite,Survival of the Cruelest,,"['Distortion Guitar', 'Rhythm Guitar']",Intermediate,3/8,2A1RqfFmrwwRuVnIGJPpy0,10,2011,https://open.spotify.com/album/5aWPbkqyXHxFrp1OXUBbqT,https://p.scdn.co/mp3-preview/eb6eab4bce282fc0a031b61f89ce7ae00b9295ca?cid=f9d64942f5f74f3282916225d2f77630,nan,0.551,0.948,-9.224,0.0681,1.27e-06,0.712,0.133,0.358,110.077,129505,,,,
Parasitic Ejaculation,Slow Torture Chamber,,['Distortion Guitar 2'],Intermediate,4/8,2JroNLGqmuroC16iktbwBU,28,2013,https://open.spotify.com/album/2DsXTK87vY0G0iebi9Zt1Z,https://p.scdn.co/mp3-preview/1464db0ef255a736c1614ab05e5be044c621d6a5?cid=f9d64942f5f74f3282916225d2f77630,nan,0.346,0.737,-7.874,0.181,0.00282,0.02,0.306,0.604,200.094,151423,,,,
Motionless In White,Headache,"['Ricky ""Horror"" Olson']","['Rhythm Guitar', 'Distortion Guitar']",Intermediate,3/8,1zVuDtGYWtwg2Id64zrL2K,55,2019,https://open.spotify.com/album/4JECM4NZhtpjDX4JbYkh00,https://p.scdn.co/mp3-preview/080dd0809ad59aa2510bdfeb43bdf87c18bbccc5?cid=f9d64942f5f74f3282916225d2f77630,nan,0.436,0.942,-3.584,0.0955,0.00021,1.65e-06,0.0824,0.636,170.046,209027,['ChrisMotionless'],"['DevinSola', 'JustinMorrow']","['VinnyMauro', 'AngeloParente']",['JoshBalz']
In Flames,Burn,,"['Distortion Guitar', 'Rythm Guitar']",Intermediate,4/8,26hAGrZZ5h06kLMIokery1,31,2019,https://open.spotify.com/album/2nLTMIfQsiFEP3feSBVqks,https://p.scdn.co/mp3-preview/3c77db319302a71227a0abed2f6d6b62ef705eb5?cid=f9d64942f5f74f3282916225d2f77630,nan,0.522,0.971,-4.59,0.109,4.8e-05,0.0534,0.054,0.195,114.992,223720,,,,
Portrayal Of Guilt,The Sixth Circle,,"['Distortion Guitar', 'Guitar 1']",Intermediate,3/8,5ShU0pXDBANPWPkhMSaw9v,29,2021,https://open.spotify.com/album/2ta0CrVXcNrEXfeujT9yfr,https://p.scdn.co/mp3-preview/522b9fbf832d165ea638a2bd97b8e6156c5afa4e?cid=f9d64942f5f74f3282916225d2f77630,nan,0.232,0.856,-5.373,0.0502,0.000505,0.853,0.341,0.139,148.975,204537,,,,
Long Term Memory,Scorn,,['Distortion Guitar'],Intermediate,3/8,4ldZ2FFbEUGKKu7z4Meda4,7,2022,https://open.spotify.com/album/5o6YPa7Uty5xPHvJqJ962b,https://p.scdn.co/mp3-preview/f635c81d65948761a7ec85e11e01a402d400dfbd?cid=f9d64942f5f74f3282916225d2f77630,nan,0.42,0.775,-7.913,0.058,0.000325,0.0158,0.313,0.363,119.989,172000,,,,
Out Of My Eyes,GOLDON,,['Distortion Guitar'],Intermediate,3/8,6vsVHhoIA9ArWcjIUEXdyq,7,2021,https://open.spotify.com/album/5fEg2pQPytjHkF0h9EVn14,https://p.scdn.co/mp3-preview/4bf69350e3830661387ee22f6059bc3172fbeebf?cid=f9d64942f5f74f3282916225d2f77630,nan,0.52,0.99,-5.878,0.143,0.000239,0.136,0.968,0.283,149.948,217600,,,,
Out Of My Eyes,Blue Cloud,,"['Distortion Guitar', 'Distortion Rythm 2 Guitar']",Intermediate,3/8,2CcifVXuh6sD4yb3K9fwNe,38,2021,https://open.spotify.com/album/5fEg2pQPytjHkF0h9EVn14,https://p.scdn.co/mp3-preview/91d021ef6f125c3151797db8a64f4a11d02ac0be?cid=f9d64942f5f74f3282916225d2f77630,nan,0.348,0.892,-6.064,0.0558,0.000922,2.08e-06,0.0927,0.197,180.117,265500,,,,
Like Moths To Flame,Ameliorate,,['Distortion Guitar'],Intermediate,4/8,4CsHLbH7ndQsgGkDEnsicY,43,2021,https://open.spotify.com/album/0OzX5kaiAhoqBYYZDDBoTJ,https://p.scdn.co/mp3-preview/8fe94b02bee2771841c44c7e072a8970ce5904c3?cid=f9d64942f5f74f3282916225d2f77630,nan,0.523,0.956,-3.094,0.11,8.75e-05,1.59e-06,0.122,0.683,129.01,196977,,,,
We Came As Romans,Black Hole,"['JoshuaMoore', 'LouCotton']",['Distortion Guitar'],Intermediate,3/8,4Y7eqYTpV7fQxpYj1isN2F,69,2021,https://open.spotify.com/album/4rTul9Y40kljIY12LiVAwB,https://p.scdn.co/mp3-preview/3a4adc587bf6819a21d105817d58c08511a95279?cid=f9d64942f5f74f3282916225d2f77630,nan,0.48,0.958,-4.241,0.0664,2.45e-05,0.0,0.52,0.385,110.05,179182,"['KylePavone(1990-2018)', 'DaveStephens']",['AndyGlass'],"['EricChoi', 'DavidPuckett']",[]
Silverstein,Ultraviolet,['LEAD GTR 2'],['Overdriven Guitar'],Intermediate,3/8,3dCcOPAudQPazNNsHXA4kt,50,2022,https://open.spotify.com/album/3Dc0NWGnXDqRsf4sjV8JpX,https://p.scdn.co/mp3-preview/a41e34af61a461d8c91c5dbd408e71421acc71e5?cid=f9d64942f5f74f3282916225d2f77630,nan,0.35,0.916,-3.39,0.146,0.000108,1.81e-06,0.126,0.521,194.934,173600,['ShaneTold'],['PaulKoehler'],[],[]
Razor,akaku chirabaru hana,,['Distortion Guitar'],Intermediate,3/8,6UgF9Eat4JIZAoWK5Qbf56,2,2018,https://open.spotify.com/album/5hu3yFJaWy768M8sYhArTS,https://p.scdn.co/mp3-preview/9d3e4004422a0ab2708ccb5e2bc038eed913cb0c?cid=f9d64942f5f74f3282916225d2f77630,nan,0.264,0.944,-3.065,0.156,3.03e-05,0.0,0.101,0.273,94.868,300693,,,,
Acid Bath,Venus Blue,['Track 2'],['Distortion Guitar'],Intermediate,3/8,10RwBdB9ovDKoxArZZlqjJ,33,1996,https://open.spotify.com/album/6tF1cN3VtqVR85ZOyJoRPS,https://p.scdn.co/mp3-preview/4d447c062037d4f4d02d9e72c964e600aa0ef21d?cid=f9d64942f5f74f3282916225d2f77630,nan,0.381,0.818,-10.135,0.0556,0.000224,0.00491,0.0991,0.46,121.987,282027,,,,
Draft Shit,shit,,['Distortion Guitar 1'],Intermediate,3/8,2gCKI7L5ahnvwQHiGKushf,0,2021,https://open.spotify.com/album/1skqCyVziOMvYNHOfylnte,https://p.scdn.co/mp3-preview/18939170acc260df6f32959081fccf6a42af6d52?cid=f9d64942f5f74f3282916225d2f77630,nan,0.515,0.346,-12.973,0.0318,0.809,0.00174,0.0886,0.281,75.006,261600,,,,
Coldrain,See You,['gtr rhy'],['Distortion Guitar'],Intermediate,3/8,5Xg15k6nEyNZHjoCKRfv1c,40,2019,https://open.spotify.com/album/1BGWyz8x5J2qChX1X0r60e,https://p.scdn.co/mp3-preview/cf5ed69899fe575b2e145b1174633ba16e4bfe9e?cid=f9d64942f5f74f3282916225d2f77630,nan,0.492,0.931,-4.789,0.0552,3.77e-05,0.0,0.134,0.511,99.016,229267,,,,
Static-X,Set It Off,['Wayne Static'],['Distortion Guitar'],Intermediate,3/8,2sy5eHZelQW1rRicOFwvH0,29,2005,https://open.spotify.com/album/71j3INQJXy1sSQPkPiYxIO,https://p.scdn.co/mp3-preview/65dd618c30741e85d8aec6c7605e52bb7ca7bdcf?cid=f9d64942f5f74f3282916225d2f77630,nan,0.622,0.917,-4.237,0.0369,5.56e-05,0.31,0.371,0.741,100.453,235373,['WayneStatic(1965-2014)'],"['KenJay', 'NickOshiro']",[],[]
Bring Me The Horizon,Can You Feel my Heart,['John Jones'],['Distortion Guitar'],Beginner,2/8,0WSa1sucoNRcEeULlZVQXj,80,2013,https://open.spotify.com/album/6IYPmM3xsOPL2XPSvf1ZAz,https://p.scdn.co/mp3-preview/e2ee6ae19b774e8d5640f74d5e8b7212bcb5390e?cid=f9d64942f5f74f3282916225d2f77630,nan,0.15,0.859,-2.827,0.0595,0.00201,0.194,0.387,0.354,170.527,228147,['OliverSykes'],['MattKean'],['MattNicholls'],['JordanFish']
Falling In Reverse,Zombified,['Rhythm R'],['Distortion Guitar'],Intermediate,3/8,2ib8fuTavdc48X6MjhE4Ft,70,2022,https://open.spotify.com/album/7nYa3AJUXbBrRLPXtneIEX,https://p.scdn.co/mp3-preview/d0bb24659cdca3bf749dd6025e36ab326931a2c4?cid=f9d64942f5f74f3282916225d2f77630,nan,0.544,0.911,-3.681,0.0422,0.000141,8.89e-06,0.333,0.558,91.033,218521,['RonnieRadke'],"['ZakkSandler', 'TylerBurgess']",['RyanSeaman'],[]
Hypocrisy,Chemical Whore,,"['Distortion Guitar', 'Guitar 2']",Intermediate,3/8,3gONzcsHm2F7TXkPeW43kV,40,2021,https://open.spotify.com/album/5t9JybZLnRj5xMp9bWsMP9,https://p.scdn.co/mp3-preview/37923a9ac65c917d54e89a248be198747371f8bb?cid=f9d64942f5f74f3282916225d2f77630,nan,0.287,0.874,-7.486,0.0739,3.37e-05,0.176,0.159,0.0915,90.047,319567,,,,
Hypocrisy,Children Of The Gray,,['Distortion Guitar'],Intermediate,3/8,7ghUoCCaPtlVgyCtbcERBf,39,2021,https://open.spotify.com/album/5t9JybZLnRj5xMp9bWsMP9,https://p.scdn.co/mp3-preview/97a31175a77f6856ef6fddfe2e0603b471ac2134?cid=f9d64942f5f74f3282916225d2f77630,nan,0.413,0.831,-7.953,0.0421,3.07e-05,0.00155,0.19,0.139,94.968,316999,,,,
Bad Omens,Glass Houses,"['JoakimKarlsson', 'NicholasRuffilo']",['Distortion Guitar'],Intermediate,3/8,3VYxHOaZ8ed1enSdu9lY5J,54,2016,https://open.spotify.com/album/44MsvFBCmQaIozNrcJe2XQ,https://p.scdn.co/mp3-preview/f8a7fbbdfde64a3ed9907c12e64aaed66b2d3acc?cid=f9d64942f5f74f3282916225d2f77630,nan,0.483,0.971,-3.191,0.158,8.83e-05,0.0,0.218,0.167,115.001,240898,['NoahSebastian'],['VincentRiquier'],['NickFolio'],[]
Gh,asas,,"['Electric Guitar (clean)', 'Clean Guitar']",Intermediate,4/8,2XM3j7EReltiFkzXLf9tUK,3,2011,https://open.spotify.com/album/4JFY8PzkeDULjFt5tevEWC,https://p.scdn.co/mp3-preview/416fac32e9522196899b0936767c740ead4a322a?cid=f9d64942f5f74f3282916225d2f77630,nan,0.593,0.805,-8.326,0.0565,0.766,0.753,0.331,0.96,120.354,148147,,,,
Destruction Of The Healer,Obsessed,['Right Clean'],['Electric Guitar (clean)'],Intermediate,4/8,2sNyl671d4M262E3Gjz0Lg,2,2022,https://open.spotify.com/album/6qRvZnFd5pTicqGXUXcVpn,https://p.scdn.co/mp3-preview/8985b3d32934625d0233c66cff324100b900a08c?cid=f9d64942f5f74f3282916225d2f77630,nan,0.268,0.969,-5.05,0.108,3.68e-05,0.616,0.0915,0.0385,170.015,196500,,,,
Northlane,Impulse,,['Electric Guitar (clean)'],Intermediate,3/8,6S2j7lLXHaj8KkqPcEFEPs,29,2015,https://open.spotify.com/album/2W257H5BfMiNQskIV1uZro,https://p.scdn.co/mp3-preview/a78e67d6ec832c3fb80afad5cec87865622350a9?cid=f9d64942f5f74f3282916225d2f77630,nan,0.313,0.966,-2.193,0.109,8.22e-05,0.0,0.358,0.64,130.022,215760,,,,
The Gentle Men,I Am Truth,,"['Distortion Guitar', 'Left Guitar']",Intermediate,3/8,7u8HVJCNYj6xu2DArsudN3,43,2021,https://open.spotify.com/album/2hvCFY4DYaKzzkNYd60oS3,https://p.scdn.co/mp3-preview/fe87212aac95f66e44eb2911c5924874228655d8?cid=f9d64942f5f74f3282916225d2f77630,nan,0.367,0.949,-5.063,0.271,2.33e-05,0.0931,0.128,0.365,182.105,214027,,,,
From Ashes To New,Panic,['ChrisMusser'],['Distortion Guitar'],Intermediate,3/8,6MOm4FSE2fk1NFd5fcqoSq,50,2020,https://open.spotify.com/album/6UCWY40zW6W32GHG0llVXH,https://p.scdn.co/mp3-preview/1ffd8cdd8b66b1e2a6ce90f17769d6e4e8e361c8?cid=f9d64942f5f74f3282916225d2f77630,nan,0.529,0.961,-3.561,0.132,0.000318,0.0,0.319,0.292,98.067,200800,['MattBrandyberry'],"['LanceDowdle', 'BrandenKreider']",['MatMadiro'],[]
Crystal Lake,Into the Great Beyond,['Clean Rhythm'],['Acoustic Guitar (steel)'],Intermediate,3/8,1SHfbdTOsjJVYQ55DkQW0K,42,2020,https://open.spotify.com/album/5jXgvVDRTmHcy1ZJKxxCA7,https://p.scdn.co/mp3-preview/5ec5502d3673904d935239f3bd34420872ef057d?cid=f9d64942f5f74f3282916225d2f77630,nan,0.143,0.956,-5.543,0.113,9.06e-06,0.319,0.446,0.572,77.797,334286,,,,
We Hunt Buffalo,Heavy Low,,['Overdriven Guitar 2'],Intermediate,3/8,4tLIZnSxxoVG2CtJkO0ov3,38,2018,https://open.spotify.com/album/2VSqgmpVulvNEeIoxZGJVw,https://p.scdn.co/mp3-preview/a40c97a1ac8844ec755315c909a608d4618e80d0?cid=f9d64942f5f74f3282916225d2f77630,nan,0.38,0.906,-3.922,0.0675,1.64e-05,0.0524,0.125,0.304,118.959,290965,,,,
Tbt,Time,['Lead'],['Distortion Guitar'],Intermediate,3/8,5MOJSANAqnieIOJtbwAOte,0,2022,https://open.spotify.com/album/1ZRKW1Bzk3KZh8QLh49Rhg,https://p.scdn.co/mp3-preview/4d722d0279ffdad977ade4bfa4b62318b11f70eb?cid=f9d64942f5f74f3282916225d2f77630,nan,0.726,0.275,-11.091,0.0619,0.0925,0.918,0.143,0.241,142.053,163966,,,,
Gazette,ROLLIN',['URUHA Crunch'],['Overdriven Guitar'],Intermediate,3/8,0RwdiXXPXxZb5hZa0tGHBz,32,2021,https://open.spotify.com/album/0ArgeWrRK65btJ7FWov4rP,https://p.scdn.co/mp3-preview/1debc212ce8bb77b3900b4cff2362c2de8c9866c?cid=f9d64942f5f74f3282916225d2f77630,nan,0.493,0.991,-2.939,0.159,1.63e-05,0.261,0.0709,0.448,149.861,208760,['Ruki'],['Reita'],['UkeYutaka'],[]
Destruction Of The Healer,Crocodile Tears,,['Distortion Guitar 1'],Intermediate,3/8,61NuQrXxzAlKbCd71pLhp0,1,2022,https://open.spotify.com/album/6qRvZnFd5pTicqGXUXcVpn,https://p.scdn.co/mp3-preview/afedeb0b44612e8a8ad0473db4e59990ca96b044?cid=f9d64942f5f74f3282916225d2f77630,nan,0.364,0.935,-4.843,0.126,0.000149,0.795,0.462,0.0326,119.945,215500,,,,
Parkway Drive,Set To Destroy,['Jeff Ling'],['Acoustic Guitar (steel)'],Intermediate,4/8,3Q7g9fCdsVSV4fC01N1aNz,34,2010,https://open.spotify.com/album/3sj64vlMjeymCV05otr8FA,https://p.scdn.co/mp3-preview/4c053fd1c430ec8eab8c446727a4fc016155eba4?cid=f9d64942f5f74f3282916225d2f77630,nan,0.341,0.871,-4.861,0.0676,0.000217,5.83e-05,0.0836,0.346,148.159,94107,['WinstonMcCall'],[],[],[]
We Came As Romans,wasted age,"['JoshuaMoore', 'LouCotton']","['Overdriven Guitar 2', 'Rhythm Guitar']",Intermediate,3/8,4q0OK0HRaLd2Wzz23GeApJ,55,2017,https://open.spotify.com/album/1qpUcrw2nugBO605yX1wGq,https://p.scdn.co/mp3-preview/ddcd0135dbda484eec52de2908d30651950939be?cid=f9d64942f5f74f3282916225d2f77630,nan,0.412,0.943,-4.29,0.0686,3.68e-05,0.000199,0.196,0.748,169.948,226800,"['KylePavone(1990-2018)', 'DaveStephens']",['AndyGlass'],"['EricChoi', 'DavidPuckett']",[]
Like Moths To Flames,The Anatomy Of Evil,['Intro'],['Distortion Guitar'],Intermediate,4/8,22N1zTCluqKQShlNcVCMGb,39,2020,https://open.spotify.com/album/3ATjDIQlFmgsI865aU50yp,https://p.scdn.co/mp3-preview/ceef1612ce918fd587bae35dc86edc5df50f5634?cid=f9d64942f5f74f3282916225d2f77630,nan,0.521,0.963,-3.928,0.102,0.000303,0.000633,0.0664,0.282,120.072,180750,,,,
Bac,gbac,['Rhythm 2'],['Distortion Guitar'],Intermediate,3/8,5UhBpA4ywDkM3ZWMALDqY3,0,2020,https://open.spotify.com/album/1Z288trI9s2v8sXDm13nBC,https://p.scdn.co/mp3-preview/1de5739fe2c386aa0c7933ade699b7656b9fd523?cid=f9d64942f5f74f3282916225d2f77630,nan,0.537,0.918,-4.238,0.146,0.189,0.0,0.189,0.88,110.481,218985,,,,
Beartooth,Burnout,['LEAD'],['Distortion Guitar'],Beginner,2/8,0fmhJAzvIrhR5NLTW7RgEE,35,2016,https://open.spotify.com/album/5nQE80zQR1NqKDBo4oE4EJ,https://p.scdn.co/mp3-preview/6d69fa3c9dd4784598561a88ae2cf348d0f97b4a?cid=f9d64942f5f74f3282916225d2f77630,nan,0.417,0.993,-3.212,0.242,5.06e-05,0.00994,0.0731,0.18,199.967,184695,['CalebShomo'],['OshieBichar'],['BrandonMullins'],[]
Shadow Of Intent,The Heretic Prevails,['Chris Wiseman'],['Distortion Guitar'],Intermediate,4/8,5pEynJLDHQw18Nqpci58Ss,48,2017,https://open.spotify.com/album/1SQ1pjev8lF0h7byFLlEvX,https://p.scdn.co/mp3-preview/0cdd429180cf12ae8314a77bf4672b1af0039a8b?cid=f9d64942f5f74f3282916225d2f77630,nan,0.433,0.997,-3.386,0.312,0.00383,0.597,0.436,0.0391,140.011,288054,,,,
Hands Down,Hardships,['Track 4'],['Distortion Guitar'],Intermediate,4/8,61it59CYv1cj2qOCZtmFKO,5,2019,https://open.spotify.com/album/4N0ZDuvsXv8ImukUo3NeC7,https://p.scdn.co/mp3-preview/3e71bd5b0244146a83d2b9c9a63e9a11b2a525ec?cid=f9d64942f5f74f3282916225d2f77630,nan,0.466,0.986,-3.811,0.141,1.01e-05,0.146,0.0873,0.302,124.999,203267,,,,
Eonia,Paths,['Right'],['Distortion Guitar'],Intermediate,3/8,3zAvnim3hNrHBkG6vo4z6h,0,2021,https://open.spotify.com/album/4RpjxB5oblkfbuuEF2k1CR,https://p.scdn.co/mp3-preview/2ba6dfd25e603d2e8eb2c785a67b8155ff733580?cid=f9d64942f5f74f3282916225d2f77630,nan,0.197,0.928,-5.517,0.0963,0.000476,0.939,0.37,0.0856,92.276,211270,,,,
Eonia,Loss,,"['Distortion Guitar', 'Lead Guitar']",Intermediate,4/8,1bLl8iF3icOlpOMGsKESZW,0,2021,https://open.spotify.com/album/4RpjxB5oblkfbuuEF2k1CR,https://p.scdn.co/mp3-preview/4ad62ae2f6434402b890796973ba2e72a89121a0?cid=f9d64942f5f74f3282916225d2f77630,nan,0.454,0.924,-4.756,0.0926,9.47e-05,0.877,0.0939,0.217,135.046,256300,,,,
Dezert,Sister,,['Distortion Guitar'],Intermediate,3/8,6RWVsF4cnxCPUuSwEVFOHo,5,2012,https://open.spotify.com/album/5Xl435Lnsyk3gWEnHUisZQ,https://p.scdn.co/mp3-preview/39909c3625e7ff75ab97f791a663d1a6cd01243f?cid=f9d64942f5f74f3282916225d2f77630,nan,0.401,0.987,-2.503,0.0848,4.71e-05,0.802,0.356,0.273,120.14,238013,,,,
Eonia,Intro,['Clean'],['Distortion Guitar'],Intermediate,3/8,1RxJrS6GMFZs5n5Mqm0vp4,0,2021,https://open.spotify.com/album/4RpjxB5oblkfbuuEF2k1CR,https://p.scdn.co/mp3-preview/41ed2e19365978749367e012fb8af1aec1c27b5e?cid=f9d64942f5f74f3282916225d2f77630,nan,0.259,0.674,-7.331,0.0359,0.0539,0.855,0.0512,0.0409,86.928,126140,,,,
Eonia,In Memoriam,,['Distortion Guitar 4'],Intermediate,3/8,482JHR8gxYDk8atZj9sE90,1,2021,https://open.spotify.com/album/1nNbVM0duy5YcHNxcayO6v,https://p.scdn.co/mp3-preview/1aaee2990cad4de4c7588694c843553608b112b2?cid=f9d64942f5f74f3282916225d2f77630,nan,0.172,0.936,-3.975,0.119,0.00198,0.00139,0.159,0.186,66.639,248220,,,,
Eonia,Recollection,['Harmony/Lofi'],['Distortion Guitar'],Advanced,7/8,6CCokLnHxeqYN9297IGe5c,0,2021,https://open.spotify.com/album/1nNbVM0duy5YcHNxcayO6v,https://p.scdn.co/mp3-preview/5e3551577106445bc1176aca9c40ec4fc1485fd6?cid=f9d64942f5f74f3282916225d2f77630,nan,0.276,0.99,-2.41,0.235,0.00107,9.71e-05,0.0771,0.155,179.883,223700,,,,
Justice For The Damned,"No Brother, No Friend",['Pitch Shift Gtr'],['Distortion Guitar'],Intermediate,3/8,3yAu8VEqJmr4LqZwDr29cV,33,2018,https://open.spotify.com/album/52vFHJ4qdgSLiIZvPiMuRI,https://p.scdn.co/mp3-preview/8a2b23e43c200e79e4a1929772af4d6f53c640b7?cid=f9d64942f5f74f3282916225d2f77630,nan,0.376,0.966,-3.848,0.0664,1.2e-05,0.00362,0.263,0.174,84.995,211808,,,,
Eonia,Departure,['Harmony'],['Distortion Guitar'],Intermediate,4/8,0xRF2YxLR4dx1dLEHwFJ6d,1,2021,https://open.spotify.com/album/1nNbVM0duy5YcHNxcayO6v,https://p.scdn.co/mp3-preview/e123ddb8e3dd016099553b0c13e3ed2f226a44b2?cid=f9d64942f5f74f3282916225d2f77630,nan,0.427,0.998,-1.938,0.123,0.000162,0.0,0.36,0.161,105.073,162060,,,,
Powerwolf,Sermon of Swords,,"['Distortion Guitar', 'Rhythm Guitar']",Beginner,2/8,0XBLybRFKB2lIG0xnIn6Mu,41,2021,https://open.spotify.com/album/6JhuNA7potIMg6r29IVULP,https://p.scdn.co/mp3-preview/e31326804bd5aef917058f0c851d4b32db2899e0?cid=f9d64942f5f74f3282916225d2f77630,nan,0.444,0.95,-5.971,0.0589,0.000961,0.0,0.277,0.345,104.252,198520,,,,
Paraphrase,Maladaptive,,['Distortion Guitar 2'],Intermediate,3/8,3zNItyW4jv2ibWLnYsjxcC,0,2019,https://open.spotify.com/album/4fucP0r13H4w53qhCr5MBf,https://p.scdn.co/mp3-preview/0cd0003ad4151df681db58d12f7148f3faddd70a?cid=f9d64942f5f74f3282916225d2f77630,nan,0.54,0.807,-7.611,0.0577,0.000116,1.13e-06,0.133,0.703,149.946,264000,,,,
Destruction Of The Healer,Sacrifice,['Clean Left'],['Electric Guitar (clean)'],Intermediate,3/8,3zA2yAYBXyWTqeXsPzQsA9,1,2022,https://open.spotify.com/album/6qRvZnFd5pTicqGXUXcVpn,https://p.scdn.co/mp3-preview/62b72009ad6f45e58de4262bab03ed26bc27a6bf?cid=f9d64942f5f74f3282916225d2f77630,nan,0.206,0.969,-8.774,0.124,7.52e-05,0.934,0.177,0.0918,99.959,239500,,,,
Skillet,Dominion,"['KoreyCooper', 'SethMorrison', 'BenKasica']","['Distortion Guitar', 'Lead Guitar']",Intermediate,3/8,08y95NOBjAM41gJfSqTogE,51,2022,https://open.spotify.com/album/1ZUW7enyVvaUZgkcWXk6wG,https://p.scdn.co/mp3-preview/159ed856e6111ac9055811f6dac032cbc6022cc7?cid=f9d64942f5f74f3282916225d2f77630,nan,0.407,0.99,-3.969,0.171,0.0306,0.0,0.0708,0.186,164.977,231492,['JohnCooper'],"['JenLedger', 'LoriPeters']",[],[]
Orbit Culture,Mirrorslave,['Left'],['Distortion Guitar'],Beginner,2/8,0Am0HpCbhCXnH7HSDvZz0w,36,2020,https://open.spotify.com/album/7ebnxkx8HZNvtTB3me1S9C,https://p.scdn.co/mp3-preview/f64e4f74d23696d0a979d57bba281b09871a6732?cid=f9d64942f5f74f3282916225d2f77630,nan,0.359,0.99,-2.938,0.194,5.82e-05,0.174,0.096,0.192,170.076,298700,,,,
Orbit Culture,Open Eye,['Rhythm Right'],['Distortion Guitar'],Intermediate,4/8,3VoohLNuWIhwKfCCBnItUi,39,2020,https://open.spotify.com/album/7ebnxkx8HZNvtTB3me1S9C,https://p.scdn.co/mp3-preview/f93d6c4fcafc0c9b042ca3a3954b16ac83afc9a0?cid=f9d64942f5f74f3282916225d2f77630,nan,0.253,0.986,-2.388,0.16,1.61e-05,0.000246,0.236,0.0964,194.644,276391,,,,
Slipknot,The Dying Song,['Mick Thomson #7'],['Distortion Guitar'],Intermediate,3/8,5Lqk8Z6MnfIyeTchmMaPEG,71,2022,https://open.spotify.com/album/1orsA4z63mo1Rp1WUxNRj8,https://p.scdn.co/mp3-preview/b6de0d03985f6b424082ca921da49af41413f763?cid=f9d64942f5f74f3282916225d2f77630,nan,0.516,0.991,-2.587,0.126,0.000467,4.66e-05,0.327,0.402,95.017,203587,['SidWilson'],"['JimRoot', 'MickThomson']","['PaulGray(1972-2010)', 'AlessandroVenturella']","['JoeyJordison(1975-2021)', 'JayWeinberg', 'ShawnCrahan', 'ChrisFehn']"
Fractal Eater,CORPse,,['Distortion Guitar'],Intermediate,3/8,33HkCamhaP0gqfw5zNchza,4,2022,https://open.spotify.com/album/3bjrLZmCsVAljuEoMFEIgu,https://p.scdn.co/mp3-preview/608e1923e35eb6341552d6cd80a2d0098013b1ed?cid=f9d64942f5f74f3282916225d2f77630,nan,0.471,0.995,-5.687,0.142,1.75e-05,8.29e-05,0.615,0.156,120.013,252455,,,,
Bleed From Within,The End Of All We Know,,"['Distortion Guitar', 'Rhythm Guitar']",Intermediate,5/8,28uXRxTn0ztyqUjtMtHYJa,48,2020,https://open.spotify.com/album/0m0oTvI6SHfVmYHuq4jU8p,https://p.scdn.co/mp3-preview/5fd232a3c49a72ea19e60d4b784e98c56091a8f4?cid=f9d64942f5f74f3282916225d2f77630,nan,0.362,0.973,-6.667,0.0782,0.000403,0.000358,0.328,0.281,149.526,252333,,,,
Machine Head,UnhallØwed,,['Distortion Guitar 2'],Advanced,6/8,1vCZDcHV3VaL14O01iUQVQ,56,2022,https://open.spotify.com/album/6duwuU8xgK7ShKMCrUxfBi,https://p.scdn.co/mp3-preview/93fc1253492124b993a2678cec3b6a13f6fc29bc?cid=f9d64942f5f74f3282916225d2f77630,nan,0.511,0.978,-3.867,0.0654,0.000185,0.000893,0.308,0.233,115.046,389947,,,,
Motionless In White,Broadcasting From Beyond the Grave: Death Inc.,['Ryan'],['Distortion Guitar'],Beginner,2/8,6HxvkE4HL60Uf9bHMhkdKt,45,2019,https://open.spotify.com/album/4JECM4NZhtpjDX4JbYkh00,https://p.scdn.co/mp3-preview/d39aa4c6dc11974a910e78c6a9ce9268cb53254d?cid=f9d64942f5f74f3282916225d2f77630,nan,0.585,0.944,-4.346,0.162,0.00137,0.0,0.872,0.505,134.068,234627,['ChrisMotionless'],"['DevinSola', 'JustinMorrow']","['VinnyMauro', 'AngeloParente']",['JoshBalz']
Fernandinho,Dançar na Chuva,,['Distortion Guitar'],Beginner,2/8,4ftgTR3ZxVWmVhO1G0Ft4r,24,2021,https://open.spotify.com/album/6auA8qJDI0OqKehNzbWc6q,https://p.scdn.co/mp3-preview/6af8ba101250b100d2a2a1fd4ff4bc52b38e7b81?cid=f9d64942f5f74f3282916225d2f77630,nan,0.611,0.428,-9.175,0.0362,0.715,1.29e-06,0.221,0.373,153.625,243117,,,,
